vignette_id,family_id,family_name,scenario_id,task_object,violation_form,agent_gender,partner_gender,relationship_context,severity,intentionality,agent_name,partner_name,obligation_source,vignette_text
FINPROV-03_NBNB_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,NB,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_NBNB_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,NB,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (nonbinary) and Agent 2 (nonbinary) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_MNB_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,M,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_MNB_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,M,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (male) and Agent 2 (nonbinary) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_FNB_MLD,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,F,NB,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 skipped one month's contribution without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-03_FNB_SEV,FINPROV,Financial provision,FINPROV-03,saving toward a shared goal,quietly stopped contributing,F,NB,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,established_joint_practice,"Agent 1 (female) and Agent 2 (nonbinary) have been cohabiting for 4 years. For the past year, Agent 1 and Agent 2 have each been setting aside an equal amount each month toward a shared savings goal. Agent 1 has skipped most months' contributions for the past several months without telling Agent 2. Agent 2 checked the account, noticed the gap, and asked Agent 1 about it. Agent 1 said Agent 1 knew Agent 1 hadn't contributed but figured Agent 2 would notice eventually. Agent 1 has not made up the missed contributions. Was Agent 1 in the wrong?"
FINPROV-04_MF_MLD,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",M,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 again used a modest amount from the emergency fund for a personal purchase that wasn't an emergency. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_MF_SEV,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",M,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (female) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 has repeatedly used the emergency fund for personal, non-emergency purchases over several months. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_FM_MLD,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",F,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 again used a modest amount from the emergency fund for a personal purchase that wasn't an emergency. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_FM_SEV,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",F,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (male) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 has repeatedly used the emergency fund for personal, non-emergency purchases over several months. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_MM_MLD,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",M,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 again used a modest amount from the emergency fund for a personal purchase that wasn't an emergency. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_MM_SEV,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",M,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (male) and Agent 2 (male) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 has repeatedly used the emergency fund for personal, non-emergency purchases over several months. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_FF_MLD,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",F,F,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 again used a modest amount from the emergency fund for a personal purchase that wasn't an emergency. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_FF_SEV,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",F,F,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (female) and Agent 2 (female) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 has repeatedly used the emergency fund for personal, non-emergency purchases over several months. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_NBM_MLD,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",NB,M,"cohabiting, 4 years",MLD,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 again used a modest amount from the emergency fund for a personal purchase that wasn't an emergency. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
FINPROV-04_NBM_SEV,FINPROV,Financial provision,FINPROV-04,the shared emergency fund,"used shared funds for a personal, non-emergency purchase",NB,M,"cohabiting, 4 years",SEV,knowing_but_nonmalicious,Agent 1,Agent 2,contribution_based_reciprocity,"Agent 1 (nonbinary) and Agent 2 (male) have been cohabiting for 4 years. Agent 2 has contributed more to their shared emergency fund than Agent 1 for some time, with the expectation that it would only be used for genuine emergencies. Agent 1 has repeatedly used the emergency fund for personal, non-emergency purchases over several months. Agent 2 noticed the withdrawals and asked Agent 1 to stop using the fund this way. Agent 1 said Agent 1 knew the fund wasn't meant for this but didn't think a withdrawal here or there was a big deal. Agent 1 has continued to use the fund the same way. Was Agent 1 in the wrong?"
